tenantid,propertyid,tenant_name,contact_number,email,move_in_date,blockid,estateid,patchid,property_age_years,propertytype_x,tenancy_start_date,tenancy_type,household_size,vulnerability_flag,disability_flag,income_band,age_of_tenant,housing_need_type,support_plan_flag,benefit_status,preferred_contact_method,last_contact_date,preferred_language,complaints_made,propertytype_y,epc_rating,asbestos_high_risk,is_void,repair_related_contacts,num_delayed_repairs,simulated_satisfaction
104,323,Tenant 104,7339699130,tenant104@example.com,2016-09-11 08:40:37.450026,21.0,,4,74,Block of Flats,2021-07-25,License,2,False,False,<£15k,21,General Needs,False,Partial,Text,2023-11-03,English,0,Block of Flats,D,False,False,3.0,2,4.1
105,333,Tenant 105,7732380409,tenant105@example.com,2022-03-12 08:40:37.450031,20.0,,4,29,Flat,2022-05-06,Secure,1,False,False,£15k–£25k,76,General Needs,False,None,Phone,2024-12-31,English,0,Flat,B,False,False,3.0,3,3.8
106,57,Tenant 106,7506286844,tenant106@example.com,2020-09-20 08:40:37.450037,7.0,4.0,8,98,Flat,2018-04-24,Secure,2,False,False,£15k–£25k,25,Overcrowded,False,Partial,Post,2022-12-10,English,0,Flat,C,False,False,0.0,1,3.4
107,302,Tenant 107,7888121101,tenant107@example.com,2016-06-09 08:40:37.450042,19.0,,1,47,Block of Flats,2022-06-03,Secure,3,False,False,£15k–£25k,29,Domestic Abuse,True,Partial,Phone,2024-12-31,Somali,0,Block of Flats,D,False,False,0.0,1,3.5
108,230,Tenant 108,7416235507,tenant108@example.com,2022-09-25 08:40:37.450047,22.0,,5,71,Flat,2018-05-23,Secure,1,False,False,<£15k,48,General Needs,True,None,Post,2020-01-02,English,1,Flat,D,False,False,1.0,4,3.9
109,332,Tenant 109,7290812817,tenant109@example.com,2015-12-27 08:40:37.450050,22.0,,1,71,Flat,2023-06-22,Secure,2,False,False,<£15k,51,Overcrowded,False,Full Housing Benefit,Phone,2024-12-31,English,0,Flat,E,False,False,1.0,1,4.8
110,133,Tenant 110,7101930485,tenant110@example.com,2016-04-15 08:40:37.450052,2.0,1.0,1,15,Flat,2023-03-01,Assured Shorthold,2,True,False,£25k–£40k,66,Homeless,False,Partial,Text,2024-07-30,Other,2,Flat,C,False,True,4.0,3,3.0
111,138,Tenant 111,7715076673,tenant111@example.com,2019-10-09 08:40:37.450055,5.0,3.0,1,78,Block of Flats,2015-12-28,Secure,2,False,False,<£15k,74,Overcrowded,False,Full Housing Benefit,Phone,2019-07-10,English,0,Block of Flats,D,False,False,0.0,4,3.2
112,424,Tenant 112,7927672827,tenant112@example.com,2017-10-18 08:40:37.450058,22.0,,3,71,Flat,2021-04-12,Secure,4,True,True,£25k–£40k,43,Overcrowded,False,None,Phone,2023-10-25,Romanian,0,Flat,D,False,False,0.0,3,3.0
113,336,Tenant 113,7134770706,tenant113@example.com,2022-02-13 08:40:37.450060,18.0,,8,47,Flat,2018-11-12,Introductory,2,False,False,<£15k,35,General Needs,True,None,Phone,2022-06-29,English,1,Flat,B,False,False,2.0,3,3.3
114,26,Tenant 114,7746809909,tenant114@example.com,2020-08-04 08:40:37.450063,5.0,3.0,6,78,Flat,2024-05-02,Secure,2,False,False,£15k–£25k,55,General Needs,True,Full Housing Benefit,Text,2024-12-31,Polish,0,Flat,E,False,False,0.0,1,4.4
115,465,Tenant 115,7968449816,tenant115@example.com,2017-04-21 08:40:37.450066,,,4,73,Block of Flats,2017-06-24,Introductory,3,False,False,£15k–£25k,67,General Needs,False,Partial,Text,2019-06-27,English,1,Block of Flats,G,False,False,0.0,1,4.5
116,282,Tenant 116,7337184468,tenant116@example.com,2016-12-27 08:40:37.450068,22.0,,4,71,Flat,2020-10-07,Secure,2,False,False,£15k–£25k,25,General Needs,False,None,Text,2024-11-15,English,2,Flat,C,False,False,0.0,0,4.3
117,248,Tenant 117,7707254955,tenant117@example.com,2022-12-29 08:40:37.450071,19.0,,1,47,House,2021-05-10,Secure,1,False,False,£15k–£25k,58,General Needs,False,Full Housing Benefit,Text,2023-01-10,English,1,House,G,False,False,0.0,3,3.5
118,238,Tenant 118,7632774653,tenant118@example.com,2022-08-01 08:40:37.450073,18.0,,6,47,Flat,2018-12-17,Assured Shorthold,2,False,False,<£15k,23,Overcrowded,False,Partial,Post,2021-03-15,English,1,Flat,B,True,False,1.0,4,4.4
119,118,Tenant 119,7455589390,tenant119@example.com,2015-10-21 08:40:37.450076,10.0,5.0,6,80,Flat,2017-02-17,Assured Shorthold,1,False,False,<£15k,61,General Needs,False,None,Post,2019-07-27,English,1,Flat,C,False,False,0.0,2,4.1
120,43,Tenant 120,7183544242,tenant120@example.com,2021-06-29 08:40:37.450078,16.0,9.0,2,47,Block of Flats,2020-06-01,Introductory,1,True,False,£15k–£25k,81,General Needs,False,Full Housing Benefit,Email,2021-03-04,English,2,Block of Flats,B,False,False,0.0,3,4.3
121,221,Tenant 121,7472384530,tenant121@example.com,2020-07-30 08:40:37.450081,7.0,4.0,3,98,Flat,2015-12-06,Assured Shorthold,2,False,False,£15k–£25k,46,General Needs,False,Partial,Text,2019-01-08,Somali,1,Flat,D,False,False,0.0,2,3.5
122,177,Tenant 122,7280267742,tenant122@example.com,2017-01-10 08:40:37.450083,15.0,9.0,3,23,Flat,2021-04-30,Introductory,2,False,False,£40k+,45,General Needs,False,Full Housing Benefit,Post,2021-10-30,English,0,Flat,D,False,False,1.0,2,3.7
123,321,Tenant 123,7195268824,tenant123@example.com,2016-03-18 08:40:37.450086,19.0,,8,47,Flat,2020-05-05,Secure,4,True,False,£25k–£40k,28,Overcrowded,False,None,Phone,2024-12-31,English,0,Flat,D,False,False,0.0,1,3.3
124,154,Tenant 124,7819433407,tenant124@example.com,2016-12-29 08:40:37.450091,15.0,9.0,3,23,House,2017-04-13,Secure,2,False,False,£25k–£40k,82,Homeless,False,None,Text,2021-05-10,Somali,0,House,D,False,False,4.0,2,3.8
125,232,Tenant 125,7883064819,tenant125@example.com,2020-05-24 08:40:37.450094,21.0,,4,74,Flat,2023-06-10,Introductory,2,True,False,£25k–£40k,36,Overcrowded,False,None,Email,2024-12-31,English,0,Flat,D,False,False,0.0,1,3.9
126,228,Tenant 126,7579565240,tenant126@example.com,2024-01-13 08:40:37.450096,22.0,,6,71,House,2019-11-11,Introductory,3,True,False,£15k–£25k,26,Domestic Abuse,False,Partial,Email,2022-12-24,English,1,House,D,False,False,0.0,0,3.4
127,418,Tenant 127,7384769690,tenant127@example.com,2021-10-23 08:40:37.450099,21.0,,2,74,Flat,2023-05-14,License,1,False,False,<£15k,44,General Needs,True,None,Email,2024-12-31,English,1,Flat,C,False,False,0.0,3,3.6
128,204,Tenant 128,7367942460,tenant128@example.com,2016-05-21 08:40:37.450101,9.0,5.0,1,103,Flat,2018-02-11,Assured Shorthold,3,False,False,£40k+,51,General Needs,False,None,Phone,2021-10-11,English,2,Flat,F,False,True,2.0,2,4.1
129,127,Tenant 129,7172794091,tenant129@example.com,2020-03-25 08:40:37.450104,4.0,2.0,2,51,Flat,2023-06-23,Secure,1,False,False,£15k–£25k,61,Homeless,False,Full Housing Benefit,Post,2024-12-31,English,1,Flat,E,False,False,2.0,3,4.5
130,330,Tenant 130,7375584366,tenant130@example.com,2015-05-03 08:40:37.450107,20.0,,8,29,Flat,2019-08-05,Introductory,5,False,True,£15k–£25k,32,General Needs,False,None,Phone,2022-08-31,English,1,Flat,C,False,True,0.0,2,3.7
131,32,Tenant 131,7216001265,tenant131@example.com,2016-01-31 08:40:37.450109,9.0,5.0,1,103,House,2018-04-10,Secure,1,False,False,<£15k,68,Domestic Abuse,False,Full Housing Benefit,Text,2021-04-14,Somali,1,House,C,False,False,0.0,0,4.2
132,114,Tenant 132,7101375634,tenant132@example.com,2023-08-15 08:40:37.450111,6.0,4.0,6,8,Flat,2016-02-13,License,2,False,False,£15k–£25k,30,Overcrowded,False,Partial,Email,2018-12-17,English,0,Flat,E,False,False,0.0,3,3.9
133,471,Tenant 133,7514396801,tenant133@example.com,2019-04-01 08:40:37.450114,,,5,73,House,2018-10-17,Introductory,1,False,True,£15k–£25k,66,Homeless,False,Full Housing Benefit,Phone,2019-02-17,English,1,House,B,True,False,1.0,3,3.8
134,272,Tenant 134,7886606608,tenant134@example.com,2019-06-16 08:40:37.450117,19.0,,8,47,Flat,2016-01-10,Assured Shorthold,5,True,False,£25k–£40k,73,Overcrowded,False,Full Housing Benefit,Phone,2020-12-17,English,0,Flat,E,False,False,0.0,1,3.1
135,141,Tenant 135,7278604541,tenant135@example.com,2019-07-09 08:40:37.450119,14.0,9.0,8,24,House,2018-07-15,Introductory,2,False,False,£15k–£25k,68,General Needs,False,Full Housing Benefit,Post,2021-03-28,English,0,House,G,False,False,1.0,3,3.9
136,58,Tenant 136,7629442753,tenant136@example.com,2019-11-30 08:40:37.450121,11.0,6.0,1,49,Flat,2023-12-18,Introductory,2,False,False,£15k–£25k,54,Overcrowded,False,Partial,Post,2024-12-31,English,0,Flat,C,False,False,1.0,1,3.4
137,193,Tenant 137,7477131597,tenant137@example.com,2018-01-14 08:40:37.450124,17.0,10.0,1,25,Flat,2019-05-30,Secure,1,True,False,£40k+,34,General Needs,True,Full Housing Benefit,Email,2020-09-23,English,0,Flat,F,False,True,2.0,2,3.1
138,25,Tenant 138,7503026384,tenant138@example.com,2023-01-09 08:40:37.450126,14.0,9.0,4,24,Flat,2022-05-18,License,3,False,False,<£15k,75,General Needs,True,Partial,Phone,2024-12-31,English,0,Flat,D,False,False,3.0,3,3.9
139,18,Tenant 139,7989924715,tenant139@example.com,2018-10-14 08:40:37.450129,8.0,4.0,8,15,House,2016-05-11,Assured Shorthold,1,True,True,£15k–£25k,46,Domestic Abuse,True,Full Housing Benefit,Phone,2018-12-08,English,0,House,D,False,False,0.0,1,4.0
140,266,Tenant 140,7946892378,tenant140@example.com,2017-09-05 08:40:37.450131,22.0,,2,71,Flat,2016-01-05,Introductory,4,False,False,<£15k,50,General Needs,False,Full Housing Benefit,Post,2016-09-08,English,0,Flat,E,False,False,1.0,3,3.4
141,67,Tenant 141,7798973247,tenant141@example.com,2015-08-29 08:40:37.450134,9.0,5.0,4,103,House,2015-12-21,Secure,1,False,False,£25k–£40k,77,General Needs,True,Partial,Phone,2017-05-07,English,1,House,C,False,False,1.0,3,3.8
142,209,Tenant 142,7837832868,tenant142@example.com,2021-08-19 08:40:37.450136,4.0,2.0,6,51,Flat,2023-02-19,Introductory,1,False,False,£40k+,72,Overcrowded,False,None,Phone,2024-05-25,English,0,Flat,A,False,True,4.0,2,3.4
143,480,Tenant 143,7274651099,tenant143@example.com,2019-02-06 08:40:37.450139,,,4,73,House,2017-10-16,Secure,1,False,False,<£15k,27,Move-on,False,Full Housing Benefit,Phone,2018-10-21,English,0,House,D,False,False,4.0,3,3.5
144,95,Tenant 144,7179144854,tenant144@example.com,2015-03-14 08:40:37.450141,13.0,8.0,6,37,House,2019-09-19,Secure,2,False,False,£25k–£40k,64,Overcrowded,False,Partial,Post,2021-04-21,English,0,House,E,False,False,0.0,2,3.7
145,254,Tenant 145,7135876704,tenant145@example.com,2020-11-08 08:40:37.450144,19.0,,5,47,Flat,2022-04-23,License,2,False,False,<£15k,40,Overcrowded,False,None,Email,2024-12-31,English,1,Flat,C,False,False,1.0,1,4.5
146,267,Tenant 146,7121558591,tenant146@example.com,2020-08-02 08:40:37.450146,20.0,,4,29,Flat,2018-08-20,Secure,1,False,False,£40k+,38,Homeless,False,Partial,Text,2022-04-23,English,0,Flat,D,False,False,0.0,1,3.7
147,24,Tenant 147,7380383739,tenant147@example.com,2022-12-27 08:40:37.450148,17.0,10.0,8,25,Flat,2017-01-12,Secure,3,True,False,£25k–£40k,30,General Needs,False,Full Housing Benefit,Email,2020-08-11,Bengali,1,Flat,D,True,False,3.0,3,3.4
148,223,Tenant 148,7179672074,tenant148@example.com,2020-04-29 08:40:37.450151,14.0,9.0,6,24,Flat,2019-04-28,License,2,False,False,£25k–£40k,50,General Needs,False,Full Housing Benefit,Text,2024-03-19,English,0,Flat,C,False,False,0.0,0,4.4
149,262,Tenant 149,7282649071,tenant149@example.com,2019-12-14 08:40:37.450154,21.0,,6,74,Flat,2016-12-01,License,2,False,False,<£15k,41,Homeless,False,None,Phone,2017-12-22,English,2,Flat,G,False,True,0.0,2,3.6
150,427,Tenant 150,7272769884,tenant150@example.com,2015-12-14 08:40:37.450156,,,1,73,Flat,2020-03-18,Assured Shorthold,2,False,False,£40k+,28,Overcrowded,True,Full Housing Benefit,Email,2020-05-09,English,1,Flat,D,False,False,0.0,2,3.6
151,6,Tenant 151,7180533234,tenant151@example.com,2018-01-10 08:40:37.450158,3.0,1.0,8,57,Flat,2021-11-18,Assured Shorthold,2,False,False,£25k–£40k,34,General Needs,False,None,Text,2024-12-31,English,0,Flat,C,False,False,2.0,2,4.1
152,117,Tenant 152,7199970392,tenant152@example.com,2020-05-15 08:40:37.450161,7.0,4.0,1,98,Flat,2017-03-24,Assured Shorthold,2,False,False,£15k–£25k,64,Overcrowded,False,Partial,Post,2018-09-26,Romanian,0,Flat,E,False,False,0.0,2,4.0
153,46,Tenant 153,7737835435,tenant153@example.com,2017-04-12 08:40:37.450163,11.0,6.0,4,49,Flat,2020-06-11,Secure,1,False,False,£25k–£40k,42,Homeless,False,None,Post,2024-12-31,English,0,Flat,D,False,False,2.0,3,4.0
154,17,Tenant 154,7618334675,tenant154@example.com,2016-04-05 08:40:37.450166,14.0,9.0,4,24,Flat,2017-02-22,Secure,1,False,False,<£15k,38,Move-on,True,None,Email,2020-04-20,English,2,Flat,C,False,True,0.0,2,4.5
155,463,Tenant 155,7133278698,tenant155@example.com,2019-04-29 08:40:37.450168,,,6,73,Flat,2021-09-11,Assured Shorthold,4,True,False,£25k–£40k,29,General Needs,True,None,Email,2023-12-21,English,0,Flat,E,False,False,2.0,5,3.2
156,358,Tenant 156,7801835431,tenant156@example.com,2022-04-24 08:40:37.450171,21.0,,8,74,Flat,2015-07-04,Introductory,4,True,False,<£15k,54,Overcrowded,False,Full Housing Benefit,Phone,2018-11-18,English,1,Flat,D,False,True,0.0,4,3.2
157,4,Tenant 157,7752102334,tenant157@example.com,2019-04-17 08:40:37.450183,11.0,6.0,7,49,House,2023-02-19,Introductory,2,False,False,£25k–£40k,59,General Needs,False,None,Email,2024-12-31,Somali,0,House,D,False,False,4.0,1,3.1
158,219,Tenant 158,7268688902,tenant158@example.com,2023-07-24 08:40:37.450186,17.0,10.0,8,25,Flat,2016-10-21,Introductory,2,False,False,£15k–£25k,34,General Needs,False,Partial,Phone,2018-12-21,English,0,Flat,D,False,False,0.0,0,4.3
159,406,Tenant 159,7208724746,tenant159@example.com,2020-06-12 08:40:37.450189,19.0,,4,47,House,2023-06-04,Secure,3,False,False,<£15k,65,Overcrowded,False,Partial,Phone,2024-12-31,Arabic,1,House,F,False,False,0.0,1,3.8
160,61,Tenant 160,7320708138,tenant160@example.com,2022-01-11 08:40:37.450191,11.0,6.0,3,49,House,2022-02-16,Assured Shorthold,2,False,False,<£15k,45,General Needs,False,Partial,Post,2023-06-02,English,1,House,D,False,False,2.0,2,3.8
161,111,Tenant 161,7539460908,tenant161@example.com,2016-05-05 08:40:37.450194,8.0,4.0,8,15,Flat,2016-09-23,Secure,1,False,False,<£15k,58,Domestic Abuse,True,None,Post,2021-04-11,Somali,0,Flat,C,False,False,3.0,2,3.8
162,319,Tenant 162,7694973692,tenant162@example.com,2016-01-24 08:40:37.450197,21.0,,7,74,Block of Flats,2023-06-09,Assured Shorthold,1,False,False,£15k–£25k,64,General Needs,False,None,Text,2024-12-31,English,0,Block of Flats,C,False,True,1.0,2,3.7
163,429,Tenant 163,7883803621,tenant163@example.com,2018-02-07 08:40:37.450201,,,1,73,Flat,2023-12-12,Assured Shorthold,3,False,False,£15k–£25k,35,General Needs,False,None,Post,2024-12-31,English,0,Flat,C,False,False,2.0,2,4.5
164,30,Tenant 164,7384825874,tenant164@example.com,2016-10-02 08:40:37.450204,4.0,2.0,4,51,Block of Flats,2021-09-01,Introductory,3,False,False,£15k–£25k,30,General Needs,True,Partial,Post,2024-12-31,English,1,Block of Flats,B,False,False,0.0,3,4.3
165,438,Tenant 165,7402283096,tenant165@example.com,2020-10-28 08:40:37.450206,,,8,73,Flat,2019-05-12,Secure,1,False,False,<£15k,30,Homeless,False,Partial,Email,2020-11-07,Other,1,Flat,E,False,False,3.0,2,3.7
166,472,Tenant 166,7355065530,tenant166@example.com,2023-02-01 08:40:37.450208,,,8,73,House,2016-06-18,Secure,1,False,False,<£15k,48,General Needs,False,Partial,Post,2019-05-23,Bengali,1,House,G,False,False,0.0,1,4.2
167,27,Tenant 167,7153295652,tenant167@example.com,2019-10-03 08:40:37.450211,9.0,5.0,6,103,Flat,2020-06-12,Secure,1,False,True,£25k–£40k,19,Overcrowded,True,Full Housing Benefit,Text,2022-09-11,English,2,Flat,C,False,False,0.0,2,4.3
168,8,Tenant 168,7713933158,tenant168@example.com,2017-12-30 08:40:37.450214,14.0,9.0,5,24,House,2022-02-23,Introductory,3,False,False,<£15k,33,Overcrowded,False,Full Housing Benefit,Email,2023-02-23,Urdu,0,House,F,False,False,1.0,1,3.7
169,454,Tenant 169,7627151698,tenant169@example.com,2022-06-09 08:40:37.450216,,,6,73,Flat,2016-11-14,Assured Shorthold,1,False,False,£40k+,26,Homeless,False,Full Housing Benefit,Text,2021-10-31,English,2,Flat,F,False,False,1.0,1,3.3
170,109,Tenant 170,7158524142,tenant170@example.com,2020-02-12 08:40:37.450218,16.0,9.0,6,47,Flat,2015-06-11,Secure,1,False,False,£25k–£40k,55,General Needs,False,Full Housing Benefit,Post,2016-03-24,Other,2,Flat,C,False,False,0.0,0,3.8
171,38,Tenant 171,7104096941,tenant171@example.com,2019-05-14 08:40:37.450221,17.0,10.0,1,25,Flat,2022-12-20,Secure,3,False,False,£15k–£25k,71,General Needs,False,Full Housing Benefit,Text,2024-05-29,English,2,Flat,C,False,False,4.0,3,3.3
172,158,Tenant 172,7194090232,tenant172@example.com,2020-11-09 08:40:37.450224,7.0,4.0,2,98,Flat,2021-09-19,Assured Shorthold,1,False,False,£15k–£25k,73,Homeless,False,Full Housing Benefit,Email,2024-04-01,English,0,Flat,E,False,False,0.0,1,4.4
173,490,Tenant 173,7984652998,tenant173@example.com,2016-09-26 08:40:37.450226,,,5,73,Flat,2024-04-01,Secure,3,False,False,£25k–£40k,62,General Needs,False,Full Housing Benefit,Phone,2024-10-07,Arabic,0,Flat,F,False,False,0.0,1,4.4
174,119,Tenant 174,7771186296,tenant174@example.com,2017-06-06 08:40:37.450228,11.0,6.0,8,49,House,2019-03-31,Introductory,1,False,False,<£15k,51,Overcrowded,False,Full Housing Benefit,Text,2023-06-06,English,1,House,F,False,False,1.0,3,4.3
175,115,Tenant 175,7615748688,tenant175@example.com,2021-12-03 08:40:37.450231,9.0,5.0,7,103,Flat,2019-09-13,Assured Shorthold,1,True,True,<£15k,26,General Needs,False,None,Text,2022-02-10,English,0,Flat,D,False,False,4.0,2,2.6
176,176,Tenant 176,7204138894,tenant176@example.com,2023-11-15 08:40:37.450233,6.0,4.0,6,8,House,2017-07-30,Secure,1,True,False,<£15k,25,Overcrowded,False,Partial,Email,2022-04-12,English,2,House,C,False,False,8.0,4,4.1
177,374,Tenant 177,7322214072,tenant177@example.com,2022-03-31 08:40:37.450236,19.0,,8,47,Block of Flats,2018-04-10,Secure,3,False,False,£25k–£40k,24,General Needs,False,Full Housing Benefit,Email,2020-03-29,Arabic,0,Block of Flats,D,False,False,1.0,0,4.8
178,182,Tenant 178,7785252000,tenant178@example.com,2020-11-20 08:40:37.450238,1.0,1.0,7,66,Flat,2016-11-08,License,4,False,False,<£15k,53,Domestic Abuse,False,Partial,Text,2021-08-02,English,0,Flat,C,False,False,0.0,3,4.4
179,145,Tenant 179,7187978213,tenant179@example.com,2018-11-07 08:40:37.450241,7.0,4.0,8,98,Flat,2019-12-01,Secure,3,False,False,£15k–£25k,35,General Needs,True,Full Housing Benefit,Post,2021-01-13,Other,0,Flat,C,False,True,0.0,0,3.1
180,370,Tenant 180,7224026766,tenant180@example.com,2020-09-13 08:40:37.450243,18.0,,7,47,Flat,2015-08-20,Secure,2,False,False,£40k+,20,Homeless,False,None,Text,2020-01-04,English,0,Flat,C,False,False,0.0,1,4.9
181,391,Tenant 181,7942754807,tenant181@example.com,2019-09-14 08:40:37.450246,21.0,,3,74,House,2023-01-12,Introductory,3,False,True,£25k–£40k,45,Overcrowded,False,None,Email,2024-12-31,English,0,House,G,False,False,4.0,3,3.5
182,196,Tenant 182,7605672755,tenant182@example.com,2018-09-04 08:40:37.450248,3.0,1.0,2,57,Flat,2021-08-11,License,1,False,False,£15k–£25k,61,Homeless,False,Full Housing Benefit,Phone,2023-08-01,English,0,Flat,C,False,False,0.0,1,4.1
183,405,Tenant 183,7809786356,tenant183@example.com,2021-03-10 08:40:37.450252,19.0,,8,47,Flat,2017-06-20,License,2,False,False,<£15k,38,General Needs,False,Partial,Phone,2021-07-09,English,0,Flat,C,False,False,1.0,3,4.2
184,276,Tenant 184,7197857474,tenant184@example.com,2016-12-17 08:40:37.450255,19.0,,4,47,House,2021-04-09,Introductory,4,False,True,£25k–£40k,45,General Needs,False,None,Post,2024-12-31,English,0,House,D,False,False,2.0,3,3.3
185,455,Tenant 185,7684250873,tenant185@example.com,2019-10-25 08:40:37.450257,,,5,73,House,2019-10-18,Secure,1,False,True,£15k–£25k,71,Overcrowded,True,None,Text,2023-05-31,Polish,0,House,C,False,False,1.0,4,4.0
186,142,Tenant 186,7298514700,tenant186@example.com,2020-01-01 08:40:37.450260,14.0,9.0,1,24,Block of Flats,2015-06-09,Secure,1,True,True,<£15k,71,General Needs,False,Partial,Phone,2019-11-25,English,1,Block of Flats,C,False,False,0.0,1,4.7
187,366,Tenant 187,7509573649,tenant187@example.com,2020-01-07 08:40:37.450262,18.0,,7,47,Flat,2015-11-13,Introductory,1,False,False,<£15k,82,General Needs,False,Partial,Text,2019-11-22,English,2,Flat,D,False,False,0.0,1,4.1
188,68,Tenant 188,7300341906,tenant188@example.com,2019-03-01 08:40:37.450265,2.0,1.0,1,15,House,2019-07-13,Assured Shorthold,1,False,False,£40k+,38,General Needs,False,Full Housing Benefit,Email,2022-11-15,Romanian,0,House,E,False,False,0.0,1,3.9
189,211,Tenant 189,7147907058,tenant189@example.com,2021-03-17 08:40:37.450267,10.0,5.0,7,80,House,2017-04-28,Assured Shorthold,1,False,False,£15k–£25k,30,General Needs,False,None,Phone,2020-04-28,English,0,House,D,False,False,2.0,2,3.7
190,169,Tenant 190,7572167680,tenant190@example.com,2018-12-12 08:40:37.450269,14.0,9.0,7,24,Flat,2017-01-14,License,2,False,False,£25k–£40k,74,Overcrowded,False,Full Housing Benefit,Post,2021-06-11,English,0,Flat,B,False,False,2.0,2,3.5
191,494,Tenant 191,7382824466,tenant191@example.com,2021-08-16 08:40:37.450272,,,6,73,Flat,2017-05-19,Secure,2,False,False,£25k–£40k,66,Homeless,True,None,Email,2018-03-29,English,1,Flat,C,False,False,0.0,1,4.1
192,376,Tenant 192,7998806471,tenant192@example.com,2021-02-23 08:40:37.450274,19.0,,4,47,Flat,2020-02-20,Assured Shorthold,4,False,False,£15k–£25k,71,General Needs,False,Partial,Post,2021-04-21,English,0,Flat,C,False,False,2.0,1,3.5
193,401,Tenant 193,7705855162,tenant193@example.com,2023-06-21 08:40:37.450277,20.0,,8,29,Flat,2016-02-18,Secure,3,False,False,£15k–£25k,27,General Needs,False,Partial,Email,2016-03-30,English,0,Flat,C,False,False,2.0,1,4.6
194,273,Tenant 194,7262275325,tenant194@example.com,2015-09-22 08:40:37.450279,19.0,,8,47,Block of Flats,2017-02-19,Assured Shorthold,2,False,False,£15k–£25k,70,General Needs,False,Partial,Phone,2021-09-06,English,0,Block of Flats,F,False,False,1.0,2,2.8
195,110,Tenant 195,7847829989,tenant195@example.com,2016-09-04 08:40:37.450282,16.0,9.0,7,47,Flat,2022-05-02,Secure,2,False,False,£15k–£25k,61,Overcrowded,True,Full Housing Benefit,Post,2024-12-31,English,1,Flat,C,False,False,4.0,2,4.1
196,249,Tenant 196,7203833652,tenant196@example.com,2023-03-14 08:40:37.450284,18.0,,1,47,House,2021-08-19,Secure,2,False,False,£15k–£25k,64,Overcrowded,False,Full Housing Benefit,Post,2024-12-31,English,0,House,G,False,False,0.0,3,4.1
197,146,Tenant 197,7817411121,tenant197@example.com,2020-04-21 08:40:37.450287,13.0,8.0,7,37,House,2020-01-05,Secure,2,False,False,£25k–£40k,70,General Needs,False,Full Housing Benefit,Email,2021-06-16,English,0,House,B,False,False,0.0,1,4.7
198,93,Tenant 198,7967776836,tenant198@example.com,2018-02-02 08:40:37.450289,16.0,9.0,2,47,Flat,2020-10-11,Assured Shorthold,2,False,False,£15k–£25k,63,General Needs,False,Full Housing Benefit,Post,2022-12-03,English,1,Flat,E,True,False,0.0,4,3.4
199,153,Tenant 199,7544514776,tenant199@example.com,2015-09-05 08:40:37.450291,16.0,9.0,1,47,Flat,2019-02-01,Assured Shorthold,3,False,False,£25k–£40k,30,General Needs,False,None,Email,2019-04-06,English,0,Flat,C,False,False,0.0,4,4.4
200,368,Tenant 200,7733213949,tenant200@example.com,2021-08-11 08:40:37.450294,20.0,,2,29,Flat,2020-10-20,Assured Shorthold,2,False,True,£15k–£25k,54,General Needs,False,Full Housing Benefit,Email,2022-11-15,English,1,Flat,F,False,False,0.0,4,3.6
201,468,Tenant 201,7694425527,tenant201@example.com,2023-06-24 08:40:37.450297,,,1,73,Flat,2019-12-16,License,2,False,False,£15k–£25k,41,General Needs,True,Full Housing Benefit,Email,2022-05-12,English,2,Flat,F,False,False,1.0,1,3.4
202,84,Tenant 202,7515652006,tenant202@example.com,2018-04-20 08:40:37.450301,6.0,4.0,8,8,Flat,2020-04-28,Secure,2,False,False,£15k–£25k,19,Homeless,False,None,Email,2020-08-25,English,3,Flat,C,False,False,0.0,1,4.6
203,246,Tenant 203,7549502766,tenant203@example.com,2018-02-26 08:40:37.450304,19.0,,6,47,Flat,2018-12-06,Secure,2,False,False,£15k–£25k,31,Overcrowded,False,None,Phone,2021-02-18,Polish,1,Flat,F,False,False,0.0,4,3.7
204,166,Tenant 204,7837733572,tenant204@example.com,2018-11-02 08:40:37.450306,9.0,5.0,1,103,Flat,2015-02-24,Introductory,4,False,False,£25k–£40k,27,General Needs,False,None,Email,2016-11-19,English,0,Flat,E,False,False,0.0,1,3.3
205,164,Tenant 205,7714947283,tenant205@example.com,2021-07-08 08:40:37.450309,6.0,4.0,4,8,Flat,2020-05-31,Secure,3,False,False,<£15k,52,General Needs,False,None,Text,2023-02-24,Somali,0,Flat,D,False,False,1.0,2,3.5
206,200,Tenant 206,7611382735,tenant206@example.com,2020-10-22 08:40:37.450311,10.0,5.0,3,80,Flat,2015-06-21,License,1,False,False,£15k–£25k,42,Homeless,True,Full Housing Benefit,Post,2020-01-01,English,0,Flat,E,False,False,1.0,2,3.5
207,229,Tenant 207,7184777341,tenant207@example.com,2019-09-25 08:40:37.450314,19.0,,1,47,Flat,2018-05-21,Secure,4,False,False,<£15k,20,Homeless,False,Full Housing Benefit,Text,2021-04-06,English,0,Flat,F,False,False,1.0,2,3.9
208,75,Tenant 208,7866979905,tenant208@example.com,2023-10-09 08:40:37.450316,4.0,2.0,5,51,House,2015-06-27,License,2,False,False,£15k–£25k,34,General Needs,False,None,Phone,2016-09-16,Romanian,0,House,D,False,False,3.0,5,4.6
209,479,Tenant 209,7639127345,tenant209@example.com,2017-10-03 08:40:37.450318,,,1,73,Flat,2020-08-27,Secure,4,False,False,£15k–£25k,29,Homeless,False,Partial,Text,2021-01-18,Other,0,Flat,G,False,False,3.0,0,4.1
